54|22|5|23|22|4|20|22|0|33|310.93;
55|0|21|1|24|3|3|16|6|26|361.7;
56|11|5|3|12|9|15|3|24|39|346.56;
57|20|2|8|22|20|2|6|14|19|276.52;
58|2|7|24|11|3|16|14|9|25|370.31;
59|3|2|17|2|3|11|1|17|41|455.54;
60|4|2|1|1|3|15|8|3|72|864.28;
61|16|2|8|6|13|16|16|21|57|798.87;
62|24|1|11|2|7|13|21|22|16|152.98;
63|9|0|9|8|6|8|0|3|44|399;
64|9|13|23|17|21|21|21|16|44|409.68;
65|4|11|10|13|15|24|13|13|50|650.8;
66|0|15|17|3|4|22|2|18|52|558.26;
67|12|19|8|20|4|16|9|23|66|550.41;
68|4|2|13|2|24|0|4|11|61|648.46;
69|0|3|7|14|22|3|23|7|39|361.28;
70|8|17|12|13|3|7|15|16|22|286.21;
71|14|20|15|9|3|17|15|10|19|143.18;
72|5|23|8|19|20|13|6|22|50|486.77;
73|16|17|2|19|8|23|7|13|60|619.59;
74|21|14|17|11|15|21|23|10|64|591.54;
75|2|14|22|17|10|23|15|9|80|905.37;
76|11|15|4|12|6|7|21|16|62|903.73;
77|10|15|21|20|1|11|9|20|62|643.27;
78|15|13|12|23|4|22|15|19|61|830.69;
79|15|5|3|6|15|5|1|22|24|227.22;
80|5|15|13|12|18|10|4|7|72|706.47;
81|24|10|4|4|5|17|20|1|76|996.22;
82|8|20|1|20|23|20|14|11|41|497.15;
83|1|9|2|14|9|20|12|19|18|265.96;
84|15|14|1|14|24|9|17|1|67|755.49;
85|7|3|0|14|5|13|11|20|78|1029.94;
86|0|17|0|9|14|3|9|6|36|517.19;
87|17|5|6|23|9|0|8|16|25|352.53;
88|7|6|16|11|18|24|18|6|24|213.9;
89|24|23|12|11|17|19|13|3|76|1092.55;
90|0|10|8|2|11|4|21|20|80|1178.29;
91|16|3|24|23|23|1|11|22|39|358.32;
92|24|19|15|15|11|18|14|2|20|157.66;
93|3|19|16|15|24|24|12|7|71|908.6;
94|23|22|12|7|0|12|22|7|62|582.03;
95|17|10|23|3|0|1|21|14|33|429.15;
96|15|11|12|8|9|1|22|0|74|904.73;
97|21|18|0|4|22|19|14|24|65|497.01;
98|12|9|24|8|16|4|17|2|71|584.48;
99|15|7|10|10|10|3|3|24|31|288.4;
100|6|9|20|24|3|22|5|23|79|627.45;
101|23|20|10|1|4|20|15|14|56|831.88;
102|5|16|9|2|24|1|10|19|40|549.39;
103|4|24|3|16|8|3|12|9|60|502.18;
104|7|16|19|19|16|22|15|15|37|378.81;
105|24|22|17|24|0|20|12|8|17|176.61;
106|19|6|13|15|0|5|22|23|64|731.9;
107|16|20|4|10|14|0|14|16|34|336.47;
108|6|8|8|12|14|10|10|8|31|444.3;
109|12|21|4|15|4|22|1|13|35|441.47;
110|11|1|6|7|23|20|16|12|62|786.42;
111|7|3|19|18|17|21|3|0|72|674.26;
112|15|9|7|0|18|2|7|21|47|577.24;
113|14|23|0|17|8|4|4|4|50|477.57;
114|6|20|8|1|3|16|19|2|16|155.9;
115|19|13|16|23|4|22|7|11|21|243.87;
116|24|23|10|16|6|12|4|6|21|271.23;
117|16|15|2|1|7|1|20|24|18|155.54;
118|11|0|1|23|23|2|11|15|64|872.2;
119|11|15|24|12|6|22|17|1|29|360.32;
120|3|15|24|15|7|24|2|14|62|748.72;
121|8|5|0|24|10|19|6|21|31|247.35;
122|22|11|2|5|1|1|10|3|78|608.91;
123|0|23|5|1|5|19|22|7|51|674.75;
124|22|4|10|18|12|24|5|16|76|899.03;
125|22|8|1|19|4|2|24|20|68|701.99;
126|5|6|8|8|0|3|6|20|38|563.53;
127|8|20|2|7|6|7|4|22|51|398.73;
128|5|24|18|23|4|5|1|3|31|364.58;
129|14|22|19|10|1|19|9|16|26|306.45;
130|2|21|20|19|6|1|0|3|65|640.41;
131|13|21|3|11|14|19|24|10|65|493.07;
132|10|21|13|12|3|24|15|14|51|436.71;
133|3|11|6|9|2|21|7|8|45|449.82;
134|11|2|12|0|5|8|20|24|58|576.31;
135|9|2|15|6|7|14|24|1|72|634.06;
136|1|12|14|7|17|23|1|16|72|1072.56;
137|9|21|8|15|4|11|9|20|31|397.48;
138|1|15|10|16|3|12|7|14|47|411.31;
139|2|4|18|2|2|3|2|8|24|278.76;
140|4|13|6|2|20|7|3|23|50|733.28;
141|7|9|2|19|8|5|23|1|26|331.16;
142|15|17|9|11|13|18|15|9|69|845.32;
143|12|5|16|16|13|6|17|16|77|962.77;
144|21|17|16|4|11|20|3|17|42|586.92;
145|2|14|23|18|23|16|2|14|55|456.53;
146|19|6|0|6|17|20|7|9|27|215.35;
147|24|20|8|11|21|10|4|9|41|572.15;
148|19|24|15|3|19|18|2|6|58|464.7;
149|21|18|23|24|18|8|9|13|73|919.86;
150|12|23|19|13|5|8|17|20|22|173.42;
151|0|3|9|8|23|6|2|13|33|489.46;
152|4|8|20|0|22|0|7|16|60|543.26;
153|16|24|15|8|2|22|2|17|48|607;
154|11|12|20|14|13|12|10|5|53|491.21;
155|6|9|16|8|0|0|11|23|48|413.29;
156|19|9|20|6|0|3|14|13|26|294.28;
157|7|24|19|4|7|1|19|16|25|219.7;
158|10|4|13|17|15|7|23|11|23|179.1;
159|0|9|18|7|20|12|19|20|59|848.73;
160|3|7|13|0|24|10|11|9|22|234.13;
161|2|16|0|17|12|18|20|17|37|476.01;
162|5|7|11|14|13|14|15|16|72|885.96;
163|7|21|1|3|15|0|10|7|67|727.41;
164|0|3|3|12|23|10|21|22|80|684.9;
165|3|17|14|13|24|0|0|23|57|545.4;
166|13|1|18|7|6|20|24|1|72|611.81;
167|10|21|3|3|24|6|7|9|80|1079.82;
168|1|22|1|10|22|12|18|9|48|579.62;
169|17|16|21|19|17|18|16|14|21|245.61;
170|12|16|10|5|9|5|10|5|47|533.64;
171|6|20|3|6|10|20|11|20|75|962.81;
172|15|2|10|16|12|11|16|13|42|592.28;
173|7|4|4|4|1|16|24|9|75|818.16;
174|0|16|5|3|2|8|2|16|29|262.9;
175|13|16|22|20|9|8|0|1|29|330.18;
176|3|6|14|16|15|20|16|10|29|339.48;
177|9|23|18|4|6|21|22|19|78|593.56;
178|4|12|1|7|7|10|5|22|39|485.8;
179|15|19|12|2|19|5|17|22|22|240.77;
180|0|5|20|21|14|20|11|9|25|249.89;
181|3|14|6|5|8|13|4|24|62|715.59;
182|9|18|22|17|8|7|10|19|66|611.71;
183|2|21|5|13|20|3|6|24|26|384.65;
184|5|4|17|7|19|5|20|5|64|919.99;
185|2|4|17|1|21|7|13|0|23|324.53;
186|18|1|24|21|14|3|18|2|29|433.55;
187|19|12|18|2|17|4|1|1|24|358.63;
188|24|12|20|9|22|7|12|4|39|452.93;
189|21|6|6|23|0|3|3|4|56|792.37;
190|4|10|19|19|9|20|16|22|41|537.33;
191|16|3|7|24|15|15|3|2|17|235.7;
192|22|12|8|17|1|10|0|17|26|226;
193|11|6|12|13|12|8|0|10|43|565.17;
194|2|20|18|16|5|4|8|10|28|249.74;
195|6|9|2|20|0|0|1|24|32|246.2;
196|8|23|18|8|4|11|18|0|34|265.36;
197|4|21|4|9|17|16|1|3|28|254.4;
198|21|13|6|24|21|0|7|19|58|654.03;
199|0|19|3|2|0|4|3|9|78|1032.29;
200|4|18|24|6|0|5|21|22|17|199.41;
201|20|9|14|5|21|7|2|15|70|742.89;
202|9|24|23|0|3|2|23|20|77|807.51;
203|5|14|23|5|4|13|1|11|21|184.56;
204|13|1|7|18|23|14|17|11|80|1142.52;
205|5|6|19|20|22|16|11|1|18|182.77;
206|3|20|10|11|24|1|8|3|31|255.11;
207|12|5|12|9|14|14|15|22|65|954.16;
208|20|21|23|3|12|7|21|19|38|461.89;
209|15|23|3|15|0|23|16|18|74|759;
210|0|8|18|10|8|18|17|19|24|185.14;
211|5|22|13|22|15|13|11|11|28|270.77;
212|14|19|18|1|2|8|8|19|22|284.45;
213|18|1|1|15|20|18|0|23|55|752.76;
214|2|2|24|4|11|23|5|5|69|544.05;
215|2|1|14|8|14|18|11|11|38|540.55;
216|19|11|16|12|0|23|13|13|34|339.82;
217|10|2|12|18|22|5|6|3|70|952.07;
218|4|20|17|3|15|19|11|4|18|164.84;
219|13|13|15|21|8|6|4|18|20|200.63;
220|6|17|17|3|19|12|24|15|54|526.04;
221|2|6|17|6|1|5|17|11|17|141.81;
222|0|3|23|5|21|13|10|3|58|702.98;
223|15|5|23|19|5|13|22|10|67|943.19;
224|21|17|9|18|3|0|13|15|67|902.96;
225|9|22|8|22|5|23|1|4|17|245.04;
226|12|2|0|5|23|22|13|2|80|913;
227|9|24|24|1|2|20|11|3|31|335.48;
228|3|9|20|12|17|6|9|17|76|1082.67;
229|22|19|14|19|14|11|19|14|47|574.57;
230|18|8|10|21|16|16|5|6|68|933.17;
231|4|16|23|14|2|24|20|21|57|725.06;
232|24|16|7|15|9|17|10|11|53|700.57;
233|13|6|16|19|19|7|3|10|27|392.55;
234|13|4|22|16|20|12|22|24|38|306.41;
235|6|24|0|24|2|4|4|24|39|495.02;
236|22|6|12|14|4|9|13|19|18|262.33;
237|23|14|21|21|12|9|19|0|31|361.88;
238|2|16|15|20|23|21|14|8|30|267.87;
239|6|14|20|13|22|9|21|8|63|573.04;
240|19|21|19|20|16|1|21|17|43|392.6;
241|22|5|2|5|1|5|18|3|35|399.3;
242|17|10|7|6|20|16|2|7|76|689.65;
243|19|13|24|19|18|24|5|10|47|512.89;
244|17|1|12|13|17|23|18|20|66|602.62;
245|10|20|4|2|9|16|7|21|23|233.9;
246|11|5|16|22|24|8|7|1|55|413.11;
247|6|4|13|12|6|22|2|3|57|848.98;
248|24|12|21|18|11|0|2|5|47|354.3;
249|17|11|20|11|18|0|19|1|33|321.6;
250|2|6|18|7|17|1|6|23|73|916.24;
251|5|3|8|10|11|7|12|24|37|459.34;
252|16|11|24|12|0|13|11|3|22|208.88;
253|13|1|8|24|13|10|15|8|34|488.66;
254|24|20|24|19|23|18|23|7|50|518.53;
255|15|15|6|11|17|1|15|4|26|300.39;
256|20|19|16|8|14|15|14|19|65|570.62;
257|12|1|5|9|10|0|3|5|30|312.27;
258|24|4|16|9|15|23|21|18|62|757.9;
259|10|4|21|12|16|5|6|10|59|760.64;
260|9|18|1|6|19|15|5|7|64|734.03;
261|17|8|14|9|2|3|7|6|23|278.79;
262|11|11|13|9|19|13|24|15|20|235.9;
263|13|8|23|17|19|11|10|6|72|1019.02;
264|19|1|7|20|5|10|23|8|23|301.2;
265|0|6|22|19|10|0|6|8|29|405.01;
266|1|3|11|24|22|4|7|9|68|663.39;
267|23|24|18|20|8|14|20|7|62|710.55;
268|23|20|10|24|19|17|22|17|32|407.04;
269|7|2|16|11|2|7|13|20|36|336.4;
270|11|11|0|20|4|24|23|17|71|710.82;
271|6|18|23|12|11|13|3|23|59|690.7;
272|24|3|8|17|7|3|12|12|44|634.61;
273|9|10|3|7|17|18|13|6|79|1023.99;
274|14|14|8|2|10|18|10|2|69|844.92;
275|2|2|4|21|3|10|15|19|24|195.35;
276|24|13|10|8|2|1|9|22|21|303.1;
277|19|18|8|20|12|2|20|23|64|954.39;
278|13|21|12|6|23|1|0|1|49|684.77;
279|7|14|22|24|10|19|12|12|46|570.04;
280|0|13|9|20|0|11|13|8|56|423.29;
281|22|20|12|12|15|7|8|20|56|709.3;
282|13|20|19|13|20|1|18|0|36|443.71;
283|16|23|16|17|17|3|21|10|46|630.22;
284|19|4|11|23|21|23|21|2|57|595.82;
285|22|24|20|11|0|15|14|24|77|833.5;
286|11|16|13|17|16|22|21|22|19|233;
287|8|0|22|17|7|3|3|4|58|829.52;
288|24|4|23|0|7|11|18|10|62|750.13;
289|8|13|20|4|19|2|22|16|55|462.16;
290|5|19|10|5|21|18|21|3|52|557.44;
291|24|9|18|4|23|9|8|21|57|656.62;
292|21|5|13|1|6|17|5|17|31|253.44;
293|13|1|9|4|12|1|6|11|23|260.8;
294|0|7|3|6|17|10|15|3|29|303.97;
295|18|1|7|0|22|7|16|6|41|373.42;
296|2|2|12|2|10|16|12|8|42|465.03;
297|23|19|19|13|5|18|4|2|41|529.54;
298|20|1|22|0|17|3|14|7|50|665.62;
299|4|3|17|15|16|6|6|6|37|505.21;
300|7|16|4|10|20|20|15|15|46|347.48;
301|5|0|7|2|3|20|1|10|55|790.99;
302|3|9|0|10|8|12|2|7|79|900.08;
303|6|15|18|19|12|12|15|7|65|569.56;
304|17|5|9|13|10|19|20|3|39|419.03;
305|10|22|21|13|5|4|12|15|61|582.15;
306|3|18|8|4|13|15|15|9|62|792.01;
307|16|11|2|15|9|20|10|0|20|187.48;
308|21|13|4|23|14|24|16|4|28|329.49;
309|17|23|14|17|15|10|22|17|17|147.26;
310|8|0|5|16|21|14|11|2|56|441.3;
311|8|20|1|17|0|16|12|20|46|471.12;
312|16|1|21|19|1|5|4|8|68|817.96;
313|3|0|24|12|15|21|23|16|26|247.53;
314|13|15|3|10|8|8|6|13|42|471.91;
315|4|17|23|7|5|23|15|6|39|350.4;
316|1|6|11|22|2|2|1|9|23|277.96;
317|1|17|2|15|7|13|18|6|38|458.08;
318|23|13|7|2|13|4|24|4|62|677.76;
319|24|19|0|23|6|13|6|19|27|346.39;
320|21|5|11|2|19|9|1|13|71|542.02;
321|22|7|6|2|12|22|1|9|44|503.38;
322|7|22|24|6|13|19|2|16|28|304.49;
323|7|10|22|20|21|18|15|14|18|221.91;
324|24|15|22|13|4|19|12|16|33|390.1;
325|2|23|5|13|13|21|13|14|31|376.5;
326|5|15|18|2|8|10|19|23|36|451.72;
327|13|0|2|23|9|8|2|10|23|215.01;
328|9|7|15|15|6|24|8|1|16|169.82;
329|12|21|7|8|4|0|8|22|22|174.36;
330|12|6|9|16|14|1|21|21|23|250.37;
331|24|4|6|0|8|7|24|0|28|381.11;
332|6|5|19|15|9|6|21|12|31|254.8;
333|6|5|21|16|22|21|3|24|70|980.37;
334|6|3|0|15|3|3|14|3|73|616.43;
335|10|3|22|24|24|19|10|13|34|455.52;
336|20|16|23|3|6|11|24|9|77|1142.34;
337|20|1|15|2|7|3|19|11|26|222.52;
338|9|23|12|9|6|23|1|2|24|292.9;
339|4|9|17|4|14|5|0|15|44|357.38;
340|14|2|17|18|16|22|24|20|55|574.88;
341|10|1|11|5|12|20|12|7|19|245.41;
342|17|16|7|9|2|17|20|21|61|715.81;
343|24|11|6|23|14|8|13|9|34|293.78;
344|12|17|9|23|15|0|20|14|24|338.76;
345|24|18|9|8|22|24|24|6|25|220.56;
346|23|11|12|5|8|11|18|21|52|404.1;
347|21|20|6|13|21|0|1|16|62|620.72;
348|18|3|11|12|0|11|13|4|72|862.48;
349|22|12|1|4|17|0|3|3|68|642.82;
350|12|5|3|2|3|22|14|17|55|444.29;
351|8|21|18|10|7|12|13|8|32|458.3;
352|13|18|6|0|11|20|9|18|74|1108.21;
353|3|11|24|8|8|10|20|0|75|948.33;
354|6|18|21|7|16|11|10|21|24|324.8;
355|15|9|19|17|24|19|23|7|66|748.59;
356|9|17|24|13|23|2|1|6|29|306.53;
357|22|1|2|10|0|11|2|1|21|199.75;
358|14|9|23|20|18|5|20|7|78|863.83;
359|2|10|13|13|13|24|2|5|77|1124.15;
360|13|23|3|2|6|1|20|11|19|253.97;
361|22|20|2|21|19|24|18|13|29|252.18;
362|2|23|22|23|18|16|0|6|25|283.75;
363|12|17|8|24|23|2|19|24|50|610.23;
364|23|19|20|10|10|4|21|22|64|525.71;
365|7|16|9|10|18|5|21|1|27|300.13;
366|14|23|20|17|10|9|2|2|79|792.3;
367|21|20|15|17|18|12|20|8|60|709.55;
368|5|1|11|21|4|8|7|16|63|857.57;
369|24|3|14|6|17|2|23|20|19|185.65;
370|6|21|3|8|1|2|1|8|52|743.17;
371|10|18|15|16|15|5|11|24|72|934.47;
372|5|8|5|18|7|3|12|11|62|493.93;
373|4|0|8|7|0|12|0|6|59|535.94;
374|13|7|14|7|21|10|15|8|54|459.73;
375|1|17|3|5|21|13|5|19|29|251.35;
376|2|14|8|21|1|14|15|12|40|382.48;
377|15|15|15|3|13|19|15|4|31|325.5;
378|13|17|19|12|17|2|7|11|34|401.32;
379|2|18|0|2|2|13|6|21|48|549.61;
380|5|18|18|19|16|22|19|17|25|361.3;
381|10|0|10|9|1|20|19|9|19|212.33;
382|2|13|18|6|14|24|22|24|56|685.85;
383|7|17|20|0|12|7|19|17|35|429.17;
384|16|24|9|22|20|20|20|3|50|499.62;
385|19|6|16|4|5|15|16|6|29|274.62;
386|0|15|8|7|11|14|12|2|76|1016.28;
387|4|19|5|13|13|17|16|0|31|447.39;
388|4|19|8|14|18|2|18|15|33|421.71;
389|9|8|23|19|20|13|10|21|79|788.64;
390|14|3|4|4|11|2|2|11|24|267.27;
391|2|2|11|6|4|8|3|13|44|573.52;
392|1|22|1|13|17|4|3|9|44|387.1;
393|0|16|15|4|6|3|11|20|36|534.44;
394|3|8|6|0|23|6|16|21|31|390.19;
395|13|16|0|20|6|3|0|11|23|234.34;
396|5|2|15|9|9|7|23|7|46|675.07;
397|13|10|9|15|3|17|22|24|70|1046.73;
398|1|3|17|5|21|12|4|15|53|518.05;
399|9|4|4|1|8|3|17|21|35|301.73;
400|21|7|2|7|18|3|9|9|70|878.06;
401|14|14|22|15|0|16|16|1|48|496.94;
402|3|19|5|21|13|12|21|11|44|459.19;
403|1|9|24|2|16|10|14|2|77|1034.29;
404|24|9|5|0|5|4|6|6|16|186.16;
405|0|11|15|16|9|8|13|19|25|275.52;
406|20|23|7|19|17|8|20|19|78|995.45;
407|3|16|8|14|4|15|22|3|28|346.13;
408|20|14|12|11|3|20|0|7|21|293.82;
409|9|11|13|3|7|14|14|6|28|316.54;
410|3|20|18|1|24|6|14|2|22|219.92;
411|23|17|22|8|5|12|24|0|79|868.32;
412|21|14|18|2|4|21|11|24|78|985.54;
413|15|15|3|0|21|17|0|7|54|788.83;
414|1|13|6|0|17|22|2|0|70|545.85;
415|24|6|2|20|2|14|15|15|35|388.83;
416|13|18|7|17|9|24|3|4|76|677.44;
417|12|14|17|14|9|5|8|10|72|726.84;
418|13|6|19|22|1|24|13|17|18|165.6;
419|5|23|12|12|11|12|2|11|74|1101;
420|23|22|5|13|6|9|20|10|80|781.71;
421|11|18|20|4|12|11|16|14|38|401.87;
422|24|20|11|16|21|4|2|3|80|1052.22;
423|23|4|12|10|1|10|6|22|46|555.72;
424|23|17|9|21|7|9|22|1|69|755.26;
425|20|5|1|0|7|5|4|11|52|441.93;
426|5|5|7|7|20|15|7|24|52|592.07;
427|10|14|22|24|3|3|0|16|76|887.2;
428|13|4|11|14|13|8|18|20|51|571.88;
429|10|22|21|0|6|0|22|1|62|783.28;
430|17|1|5|24|12|11|21|12|29|414.45;
431|8|7|2|15|8|7|15|6|59|606.64;
432|17|4|20|23|15|24|4|13|25|340.49;
433|23|1|22|20|5|17|15|1|77|690.56;
434|17|9|11|3|0|19|16|15|56|821.41;
435|2|16|5|0|10|16|5|18|59|638.37;
436|7|6|16|8|10|5|1|16|52|674.56;
437|7|18|11|9|10|0|16|13|19|228.12;
438|13|22|1|19|22|17|2|13|74|587.06;
439|19|20|7|5|5|23|15|10|29|237.46;
440|21|0|11|7|4|17|8|11|49|470.39;
441|19|17|14|2|10|18|17|8|53|561.51;
442|1|12|10|16|14|4|12|11|45|652.6;
443|16|0|20|9|7|20|11|21|42|386.79;
444|12|15|2|13|18|4|3|4|49|453.9;
445|18|5|15|9|19|1|1|6|34|288.59;
446|14|17|3|5|15|0|21|9|60|734.09;
447|6|23|8|20|19|18|17|13|59|635.65;
448|23|22|0|9|22|0|12|24|36|538.57;
449|24|24|4|11|19|8|22|8|46|541.51;
450|24|16|21|11|7|3|4|10|49|482.78;
451|15|7|18|13|7|15|12|13|63|880.64;
452|22|0|1|12|7|0|12|9|80|1188.47;
453|7|19|19|18|19|1|12|22|58|639.19;
454|2|24|5|19|12|7|2|14|77|803.64;
455|8|15|17|6|1|12|18|16|50|464.6;
456|4|23|22|10|0|24|9|12|77|596.92;
457|5|9|14|5|5|15|8|0|69|554.23;
458|21|12|2|1|4|18|16|5|18|192.65;
459|12|1|14|24|9|9|5|10|44|531.9;
460|13|12|4|17|0|15|6|10|58|560.37;
461|0|4|0|1|21|24|22|24|19|233.66;
462|24|12|18|9|17|6|8|20|55|707.73;
463|2|20|7|12|11|10|20|15|34|379.38;
464|7|21|5|0|12|10|18|24|66|598.93;
465|24|12|11|3|11|18|12|24|45|602.09;
466|22|10|3|19|24|15|19|24|50|465.26;
467|17|11|23|22|0|19|8|13|23|208.61;
468|4|16|9|2|6|15|13|0|35|465.62;
469|3|10|9|0|5|7|18|19|28|406.25;
470|18|2|20|20|7|2|21|3|17|179.79;
471|17|21|1|16|1|3|20|22|58|558.88;
472|1|5|13|20|8|7|14|15|36|479.62;
473|7|14|22|11|19|24|11|2|33|434.07;
474|18|6|4|24|18|13|0|11|26|353.15;
475|9|2|13|18|5|10|11|12|52|459.81;
476|2|7|17|24|7|5|8|1|21|194.12;
477|11|10|21|8|16|17|7|4|61|609.37;
478|12|7|9|21|12|20|8|1|23|318.58;
479|10|15|8|16|9|18|7|4|56|482.87;
480|17|0|23|23|21|16|0|4|41|489.6;
481|4|6|10|4|19|17|15|11|16|135.71;
482|17|7|19|10|10|1|23|13|67|842.62;
483|17|14|3|2|12|14|24|14|18|136.19;
484|13|13|5|5|17|12|17|13|54|593.11;
485|21|8|9|18|3|0|18|15|22|203.93;
486|20|3|12|6|1|10|19|20|31|399.73;
487|20|0|19|4|4|11|20|11|44|522.98;
488|14|23|10|23|10|7|21|18|25|196.13;
489|2|1|17|18|16|24|11|7|71|694.09;
490|2|24|4|1|21|3|16|21|61|738.1;
491|5|7|9|1|19|24|16|14|75|1007.89;
492|14|20|23|5|13|24|8|12|26|328.49;
493|21|6|11|9|7|0|12|14|66|845.49;
494|4|19|10|13|16|13|15|5|46|550.64;
495|11|17|3|24|21|1|16|24|35|281.97;
496|10|22|9|11|15|3|12|0|34|451.07;
497|10|17|20|22|19|16|17|6|56|541.3;
498|3|12|22|16|10|20|7|3|35|472.57;
499|24|16|10|16|22|12|11|0|55|604.93;
500|21|8|11|5|16|19|8|11|40|428.44;
501|0|14|3|24|12|15|24|7|66|868.82;
502|3|9|18|24|3|6|12|18|29|257.45;
503|21|0|10|23|22|7|23|12|36|455.52;
504|20|22|18|24|6|3|0|9|51|618.75;
505|20|19|8|8|10|6|5|17|48|420.8;
506|19|12|17|21|8|18|24|19|55|553.33;
507|7|9|20|23|10|8|19|14|25|283.51;
508|2|7|11|8|10|21|6|17|19|225.8;
509|16|6|16|8|10|20|2|9|75|981.45;
510|12|13|7|20|2|15|10|21|44|355.91;
511|19|14|0|16|4|20|3|2|54|473.86;
512|19|3|1|18|24|17|8|21|32|304.3;
513|15|4|4|2|23|12|0|9|34|468.72;
514|9|6|0|0|21|14|0|24|46|523.39;
515|20|5|0|22|8|21|8|23|67|651.78;
516|11|23|12|22|0|14|22|17|52|479.88;
517|6|12|22|12|23|8|20|17|25|288.72;
518|18|9|3|14|13|10|11|14|42|505.75;
519|3|12|20|1|15|3|6|12|55|514.71;
520|11|3|1|19|4|0|5|21|74|1108.33;
521|0|22|11|12|0|4|17|0|58|845.37;
522|18|16|13|4|5|5|7|24|30|259.48;
523|4|20|16|8|15|24|12|21|39|437.65;
524|22|15|6|20|0|6|17|4|21|191.48;
525|5|10|24|23|23|2|7|16|67|559.16;
526|20|4|1|22|20|22|21|5|22|263.51;
527|10|14|5|4|9|1|3|24|25|361.35;
528|8|7|19|22|2|8|5|9|30|336.13;
529|24|3|17|2|5|24|3|1|24|287.77;
530|7|12|1|14|8|14|2|11|69|538.86;
531|3|12|22|24|1|14|19|7|26|237.83;
532|22|8|23|23|22|9|15|12|33|456.64;
533|19|8|22|19|23|11|23|20|16|133.39;
534|10|11|2|0|0|2|6|19|52|435.71;
535|4|5|9|11|18|11|3|0|63|590.62;
536|19|22|6|24|17|2|4|10|48|623.84;
537|11|9|16|8|2|15|10|14|67|940.96;
538|14|20|7|4|23|18|0|24|33|427.47;
539|11|22|12|20|18|20|4|14|61|717.08;
540|9|20|17|23|3|16|5|22|51|553.02;
541|3|15|22|1|12|22|4|16|63|589.78;
542|3|10|24|7|17|8|23|2|69|695.56;
543|1|0|3|22|1|23|16|14|18|269.06;
544|4|11|2|11|16|15|22|10|72|682.23;
545|15|19|11|12|6|9|8|12|27|311.18;
546|3|13|5|15|20|22|20|23|69|983.64;
547|7|14|22|10|8|14|24|12|58|679.67;
548|16|15|13|6|18|23|10|14|79|701.74;
549|20|5|18|24|19|8|16|6|61|800.44;
550|18|6|15|14|18|18|16|14|52|663.53;
551|4|24|9|6|21|15|2|20|49|501.81;
552|18|1|11|1|6|24|20|15|27|235.94;
553|19|17|2|7|20|12|22|17|49|728.03;
554|13|2|6|7|6|2|13|12|48|403.1;
555|7|23|17|10|5|2|23|21|27|364.04;
556|9|5|12|14|24|15|12|11|31|389.96;
557|12|3|19|3|23|5|4|22|37|306.74;
558|8|0|8|3|8|11|5|3|70|543.63;
559|11|7|4|1|14|16|4|4|18|137.9;
